dish_name,calories,protein,carbohydrates,fats,dietary_fiber,sugars,sodium,calcium,iron,vitamin_c,folate
Hariyali Fish Tikka,150.24,14.01,2.21,9.41,0.99,0.83,100.45,34.86,0.83,11.11,26.78
Chicken manchurian,142.34,9.53,6.06,11.96,0.41,0.9,2414.77,26.52,1.28,10.37,45.99
Handi chicken,166.02,12.32,1.49,12.46,0.67,0.75,75.64,26.85,0.93,1.47,20.46
Lemon chicken,169.79,20.2,0.55,9.66,0.16,0.16,79.93,17.4,0.95,8.94,31.21
Lemon butter fish,160.25,16.38,0.75,10.26,0.36,0.23,187.72,18.66,0.4,8.7,19.1
Baked eggs in tomato sauce,80.05,4.92,3.78,5.22,0.01,2.03,188.21,71.94,1.31,245.7,317.88
Egg in a pepper,128.78,12.64,0.17,8.68,0.17,0.05,183.89,48.25,1.76,33.6,290.24
Spinach mushroom scrambled egg (Palak mushroom bhurji),158.85,13.28,0.59,11.51,0.39,0.1,227.97,140.31,1.6,2.27,54.24
Corn omelette/omlet,166.93,11.37,1.57,12.89,0.02,0.41,166.42,96.22,1.34,2.9,81.65
Cajun chicken,184.94,12.69,1.94,13.99,0.89,1.1,1740.13,156.98,0.53,45.44,44.55
Paaner do pyaza,127.7,4.22,3.41,10.87,0.84,2.2,160.66,57.22,0.45,16.81,35.64
Cabbage manchurian (Pattagobhi manchurian),224.26,0.64,4.85,22.48,0.37,0.33,75.02,3.18,0.2,28.39,30.24
Gobi 65,278.29,0.56,3.59,29.11,0.57,0.29,69.22,12.37,0.3,27.52,37.66
Paneer lababdar,105.48,3.98,3.37,8.46,1.16,1.96,142.45,55.56,0.56,27.48,56.6
Roasted cauliflower steak,78.68,2.05,2.02,6.7,3.53,0.44,120.19,24.47,0.95,47.14,46.0
Sauteed radishes with green beans,94.32,2.41,6.04,6.61,3.52,1.78,65.1,40.2,1.01,6.55,45.89
Garlic chutney/Poondu chutney (Lahasun ki chutney),255.51,3.34,20.44,17.55,5.15,13.36,177.62,63.51,3.26,5.7,16.82
Schezwan chutney,205.19,3.33,10.79,17.72,5.72,5.66,486.27,35.46,1.96,26.36,159.08
Onion chutney (Pyaaz ki chutney/Vengaya chutney),143.94,2.97,13.52,8.38,4.6,6.8,256.89,28.5,1.19,2.83,17.03
Dates chutney (Khajoor ki chutney),103.57,1.07,21.69,1.12,3.41,18.68,76.77,28.72,1.19,3.41,17.27
Chicken salad,338.19,15.33,1.3,30.26,2.0,0.96,50.62,43.19,1.23,4.92,35.5
Macaroni salad,262.19,5.02,21.63,17.78,0.56,3.73,163.99,35.7,0.77,22.15,34.69
Cabbage raita (Pattagobhi raita),84.84,3.24,5.25,5.76,0.93,4.21,125.31,118.49,0.19,28.29,53.73
Pomegranate raita (Anaar ka raita),72.64,4.05,7.15,3.24,0.6,7.01,195.18,138.31,0.25,4.6,23.86
Onion raita (Pyaaz ka raita),71.56,4.86,7.86,2.43,0.65,7.07,189.96,163.8,0.3,8.44,32.13
Green chilli raita (Hari mirch ka raita),77.13,5.58,7.66,2.92,0.26,7.49,161.31,193.58,0.21,4.3,18.82
Kale salad,177.71,4.86,5.01,15.33,1.36,3.31,292.04,109.11,1.3,30.49,35.39
Spinach and paneer souffle ,186.19,7.56,9.64,13.49,1.07,2.81,434.68,114.32,1.4,10.82,133.95
Masala souffle ,123.51,6.38,8.02,7.37,1.24,1.84,131.14,103.68,0.74,382.64,363.81
Chicken and cheese souffle,182.35,9.07,3.47,14.74,0.26,2.46,120.93,61.71,0.63,2.4,28.77
Tamarind chutney (Chintapandu pachadi/Puli chutney),109.15,0.88,25.07,0.48,1.65,22.85,75.61,40.3,1.95,0.03,0.18
Pav bhaji masala,230.47,9.13,29.15,10.96,24.3,1.48,1814.66,588.91,12.84,0.06,0.21
Green chutney,79.42,5.42,10.01,1.6,5.84,0.92,262.81,112.74,4.58,7.35,15.53
Sago khitchdi/khichri (Sabudana khitchdi/khichri),187.16,2.72,22.41,10.1,1.82,1.03,100.26,15.13,0.86,13.41,34.18
Gram flour chilla/cheela (Besan chilla/cheela),135.93,7.8,21.03,2.85,4.25,1.87,135.57,28.38,2.19,1.73,34.69
Vegetable namkeen jave,112.23,2.93,18.98,2.51,2.86,1.04,32.13,10.32,1.07,12.45,26.26
Khakhra,178.5,4.78,27.66,5.32,5.43,0.88,184.16,21.27,2.14,0.56,10.5
Moong bean dosa (Pesarattu),285.96,12.32,31.91,11.67,6.04,2.9,61.36,36.44,3.38,1.48,14.32
Methi thepla,346.16,8.98,41.34,15.95,7.56,2.98,543.27,73.51,4.52,1.06,15.26
Rice puttu (Ari puttu),81.98,1.26,11.82,3.13,0.76,0.33,48.28,4.96,0.42,0.0,4.85
Buckwheat pancake (Khura),263.3,2.91,27.28,16.43,0.56,0.64,69.97,11.32,0.69,0.66,3.38
Quinoa khichdi/khichri,64.01,3.18,8.83,1.59,2.58,0.69,69.64,24.59,1.12,9.13,82.57
Khakhra chaat,358.66,4.52,16.64,30.65,3.04,3.26,102.78,24.49,1.26,46.67,312.97
Banana appam,469.81,1.17,20.06,42.53,0.67,9.95,20.14,13.74,0.77,4.03,13.79
Veg manchurian,585.64,0.89,6.82,61.65,1.16,0.76,65.31,16.79,0.31,15.1,26.53
Pav bhaji,96.53,2.66,11.99,4.32,1.98,2.06,163.89,24.86,0.97,76.48,170.49
Rice murukku,593.99,5.41,33.29,48.22,2.18,0.17,63.31,24.63,1.7,0.0,8.2
Bhel puri ,509.89,3.52,16.47,47.91,2.24,3.41,93.98,24.22,1.29,31.61,157.03
Semolina dhokla (Suji/Rava dhokla),194.91,5.44,30.86,5.2,5.12,1.85,443.39,31.17,2.52,3.66,15.26
Spicy corn chaat ,479.8,4.61,11.45,46.55,2.17,0.95,86.5,17.28,0.84,14.1,227.37
Jackfruit fritters (Ponsa mulik/Kathal ka pakora),597.79,2.34,24.0,54.41,1.5,11.48,46.39,24.62,1.15,0.32,2.47
Banana chips (Kele ke chips),665.67,0.37,7.32,70.46,0.65,4.37,86.87,2.01,0.19,4.03,8.97
Wheat cake,314.63,4.79,41.13,14.95,2.76,25.79,82.96,98.91,1.08,0.76,7.6
Mango cheesecake,152.46,2.39,20.06,7.3,1.14,15.36,107.12,55.1,0.53,24.93,68.68
Carrot cake (Gajar ka cake),255.59,5.6,35.98,10.27,2.93,23.96,158.74,156.1,1.03,3.12,17.06
Semolina cake (Suji/Rava cake),374.14,6.58,31.32,25.18,5.37,18.86,91.36,128.28,1.36,0.94,9.42
Finger millet cake (Ragi cake),279.46,3.96,38.93,12.27,2.35,24.76,98.26,118.38,1.35,0.76,11.41
Honey cake,333.59,3.08,49.04,14.7,0.51,33.43,72.55,50.86,0.46,0.53,10.06
Almond cardamom cake (Badam elaichi cake),356.35,7.18,34.53,21.36,2.35,18.06,155.37,81.29,1.29,0.37,10.86
Tutti frutti cake,347.72,4.49,52.94,12.68,0.85,28.08,106.36,61.41,0.62,1.9,76.45
Ham and Bean soup,96.04,10.61,4.18,4.15,0.54,1.43,378.14,20.52,0.88,22.31,103.7
Whey soup,68.91,3.45,6.26,3.34,0.84,5.87,87.08,164.92,0.55,2.55,33.72
Bottle gourd soup (Ghiya/Lauki soup),23.05,0.45,1.16,1.79,0.96,0.39,53.81,15.14,0.26,6.0,52.73
Baked potato soup,147.05,5.73,5.85,11.21,0.3,3.44,268.69,106.56,0.27,18.93,42.67
Pumpkin soup,40.05,0.47,2.08,3.2,1.19,1.47,45.5,12.17,0.19,11.5,35.73
Sweet corn soup,32.25,0.99,3.56,1.63,0.31,0.9,22.35,3.72,0.41,10.33,50.13
Paneer soup,47.85,3.22,2.42,2.8,0.28,1.98,68.03,82.76,0.3,7.59,106.5
Curried Cauliflower soup,37.32,6.72,3.12,9.77,2.34,1.79,7311.44,37.25,2.12,51.86,53.08
Millet soup,55.99,11.26,8.22,12.57,2.82,1.45,10918.83,65.21,2.74,4.23,26.39
Lemon coriander soup,108.06,2.27,10.32,6.26,6.77,2.2,219.17,102.57,3.47,8.6,12.47
Garlic soup,194.86,2.38,6.99,17.62,1.66,2.39,179.26,60.55,0.73,11.12,21.85
Dal makhani,74.04,3.32,7.96,3.06,2.27,0.8,41.85,20.62,1.23,9.19,75.16
Dalma,118.93,4.91,15.04,4.58,2.16,3.1,49.35,54.28,2.1,36.63,137.41
Split bengal gram dal (Channa dal),99.67,4.15,9.99,4.62,3.72,0.98,46.4,21.99,1.92,13.38,103.45
Horsegram dal (Kulthi dal) ,55.65,2.91,8.21,1.13,1.52,0.72,63.63,38.22,1.3,13.98,86.1
Panchmel dal,111.22,4.63,10.71,5.36,3.2,0.75,79.46,23.05,1.42,8.49,79.58
Dal dhokli,68.74,2.96,8.55,2.47,1.86,1.12,37.53,14.54,0.79,2.77,45.31
Gujarati handvo ,207.09,8.24,31.86,4.8,4.95,2.51,308.55,68.21,2.03,31.39,374.11
Sev (Omapodi/Karapusa),609.14,5.12,12.87,60.08,2.35,0.53,53.19,13.95,0.72,0.0,59.29
Papdi,708.96,1.83,12.89,72.11,0.56,0.31,28.91,6.06,0.44,0.04,5.01
Jowar dosa,294.35,8.5,40.53,10.28,5.56,0.59,97.25,19.46,2.03,0.0,9.63
Bread roll,435.46,2.85,16.12,40.25,1.45,0.94,139.34,44.83,0.71,6.79,15.69
Soya seekh kebab,115.05,5.4,10.0,5.88,2.24,0.51,92.25,15.67,1.26,8.56,14.38
Classic seasoned black beans,28.78,8.01,7.66,8.28,3.51,0.44,7989.07,40.11,1.9,8.54,4.61
Maa chaane ki dal,344.67,19.8,43.11,9.5,13.45,1.05,43.31,68.65,5.97,1.43,102.41
Garlic chickpea soup (Lahasun aur chane ka shoraba),89.53,4.45,13.92,2.01,2.84,2.65,79.73,13.93,0.96,13.24,380.59
White sauce (thin),115.17,3.31,6.58,8.41,0.07,4.58,23.91,110.2,0.19,,
White sauce (medium),151.27,3.36,7.98,11.76,0.14,4.32,22.59,103.53,0.22,,
White sauce (thick),209.69,3.43,10.24,17.19,0.24,3.9,20.45,92.74,0.27,,
Cheese sauce,194.76,7.68,7.08,15.12,0.12,4.53,317.38,255.14,0.31,,
Egg sauce,146.85,5.97,5.88,11.08,0.12,3.19,51.54,89.49,0.65,,
Mushroom sauce,137.56,3.39,7.31,10.51,0.47,3.86,20.94,94.1,0.22,,
Mustard sauce,158.58,3.98,8.29,12.17,0.13,4.22,22.16,109.03,0.44,,
Brown sauce,109.18,11.92,5.38,23.67,1.69,0.13,14174.59,40.44,2.46,,
Classic italian pasta,42.12,0.57,4.4,2.45,1.36,2.94,49.04,19.55,0.41,,
Pasta spinach sauce,85.46,1.76,1.76,7.9,0.86,1.04,115.79,58.57,1.23,,
Pasta cheese sauce,149.26,4.33,9.0,10.84,0.14,4.22,255.95,152.68,0.25,,
Mayonnaise,774.86,1.86,1.65,84.52,0.11,1.44,272.89,15.36,0.51,,
Low calorie quick mayonnaise,242.89,1.41,4.71,24.35,0.06,0.83,165.94,6.47,0.25,,
Thousand island dressing,407.87,1.37,4.49,42.87,0.46,3.1,946.1,9.11,0.45,,
Curd dip,79.95,5.04,7.95,3.36,0.1,7.12,301.07,167.17,0.25,,
Short crust pastry,422.1,6.11,44.72,23.98,1.58,3.18,97.2,16.9,1.02,,
Choux pastry,222.37,5.55,16.2,14.96,0.56,1.5,132.28,19.43,0.83,,
Flaky pastry,443.94,4.69,33.61,31.99,1.25,0.81,178.52,9.28,0.83,,
Sponge cake ,253.77,9.18,44.63,4.74,0.69,26.33,64.61,30.22,1.47,,
Glace icing,323.51,0.01,86.31,0.01,0.0,85.35,9.88,1.95,0.41,,
Royal icing,332.58,1.74,86.53,0.02,0.0,85.57,36.5,2.87,0.42,,
American frosting,257.57,1.05,67.48,0.01,0.0,67.46,19.33,7.05,0.14,,
Gum icing,223.07,5.94,53.19,0.0,0.0,52.63,29.32,18.62,0.4,,
Channa murmura premix,339.09,10.59,72.59,3.28,8.21,1.52,206.28,21.36,4.58,,
Cracked wheat and green gram dal premix (Dalia moong dal premix),362.16,15.89,64.75,5.11,11.66,0.63,3.25,49.03,4.28,,
Rice flakes and roasted channa ,333.4,10.57,71.94,2.94,8.84,1.31,205.51,17.23,4.51,,
Spinach soup in milk ,56.72,2.89,3.98,3.2,0.79,3.34,31.16,106.1,1.08,,
Vegetable soup,55.21,2.22,7.6,1.55,3.01,1.61,170.68,18.1,0.63,,
Mashed banana with milk,95.43,2.51,14.62,2.99,0.71,11.35,16.99,78.64,0.23,,
Poha with curd (Poha aur dahi),173.32,6.01,26.72,4.65,1.09,5.46,325.07,140.9,1.61,,
Potato with curd,73.18,3.19,12.01,1.33,1.02,3.3,190.9,85.41,0.38,,
Sweet wheat porridge (Sweet dalia),140.66,5.11,23.77,2.79,2.37,12.23,24.63,99.18,1.98,,
Vegetable khichdi/khichri,143.17,5.61,19.57,4.53,2.45,3.71,193.55,100.54,1.09,,
Moong dal mixture,158.84,4.62,33.93,1.0,1.9,24.68,29.6,70.53,1.25,,
Cracked wheat khichri/khichdi (Dalia khichri/khichdi),167.45,7.56,22.35,5.52,3.74,3.79,224.95,123.04,2.17,,
Stewed apple,91.93,0.17,22.49,0.37,1.48,20.45,1.53,9.25,0.18,,
Lemon squash (Nimbu ka squash),184.56,0.15,48.88,0.06,0.0,48.88,15.01,9.85,0.18,,
Orange squash (Santre ka squash),193.26,0.22,50.88,0.04,0.4,50.56,14.85,10.62,0.34,,
Lichi squash,198.33,0.3,51.96,0.08,0.41,51.31,14.56,6.39,0.34,,
Mango squash (Aam ka squash),194.66,0.17,50.96,0.17,0.58,50.84,14.81,9.47,0.25,,
Pineapple squash (Ananas ka squash),195.02,0.16,51.34,0.05,1.06,51.08,14.84,7.96,0.18,,
Lemon and ginger squash (Nimbu aur adrak ka squash),170.34,0.54,44.06,0.21,1.07,42.53,16.19,11.18,0.52,,
Apple jam (Seb ka murabba),188.79,0.14,48.56,0.32,1.29,46.76,2.71,10.84,0.21,,
Plum jam (Aloo bukhara jam),178.89,0.31,46.2,0.19,1.0,45.25,2.67,7.5,0.2,,
Pineapple jam ,149.18,0.32,38.27,0.15,2.2,37.44,2.45,10.47,0.24,,
Guava jelly (Amrood ki jelly),115.74,1.11,28.18,0.25,6.61,27.38,3.36,16.55,0.29,,
Orange marmalade (Santray ka murabba),104.17,0.66,25.94,0.13,1.97,25.09,2.31,17.59,0.63,,
Carrot murabba (Gajar ka murabba),175.24,0.32,45.6,0.16,1.39,44.83,19.53,15.86,0.28,,
Gooseberry marmalade (Amla murabba),123.16,0.14,32.34,0.03,0.0,28.61,216.89,16.4,0.38,,
Ginger candy (Adrak ki candy),195.71,0.69,50.38,0.27,1.67,47.99,5.4,10.43,0.68,,
Mango pickle (Aam ka achaar),192.12,1.6,8.11,17.89,3.68,1.79,3429.94,48.97,1.44,,
Mixed vegetable pickle (Sabziyoon ka achaar),211.2,1.9,7.48,19.68,2.76,2.77,2488.32,42.81,2.12,,
Sweet lemon pickle (Neembu ka meetha achaar),69.54,1.22,16.87,0.21,2.13,14.63,6415.9,42.57,1.02,,
Plum chutney (Aloo bukhara ki chutney),177.11,0.47,44.95,0.29,1.37,43.9,216.81,12.38,0.34,,
Raw mango chutney (Kachhe aam/Kairi ki chutney),193.13,0.51,49.94,0.16,2.17,45.22,480.68,25.92,0.48,,
Tomato sauce,34.33,0.81,7.23,0.27,1.79,5.69,174.79,13.0,0.31,,
Tomato puree,20.62,0.75,3.68,0.25,1.56,2.32,244.99,8.91,0.22,,
Garam masala,254.21,9.89,26.2,10.97,35.56,1.79,58.33,609.77,14.51,,
Chat masala,222.58,8.19,23.87,9.91,18.62,0.79,11873.64,519.5,13.27,,
Kashmiri masala,389.02,8.26,23.16,31.03,12.12,2.41,3106.14,303.49,14.72,,
Rasam powder (Rasam masala),267.96,12.04,25.19,11.8,35.71,1.91,38.78,562.15,14.72,,
Sambar powder (Sambar masala),297.46,12.5,23.38,15.58,34.56,1.87,27.66,439.95,12.63,,
Tartare sauce,610.93,1.44,2.96,66.12,0.42,2.18,256.95,21.06,0.56,,
Barbeque sauce,121.93,0.96,20.46,4.51,0.69,18.88,504.95,28.61,1.15,,
Bread sauce,111.04,3.46,8.69,7.05,0.56,4.63,88.84,110.72,0.31,,
Green chilli sauce,46.06,1.25,7.36,0.27,1.77,5.36,1037.04,9.89,0.64,,
Home made plain noodles,238.78,6.21,44.5,3.56,1.65,1.07,182.07,12.27,1.07,,
Dal moong,43.69,2.2,4.92,1.62,1.08,0.13,117.74,7.69,0.52,,
Cumin seeds baghar (Jeera baghar/tadka),736.81,3.34,5.22,78.77,6.01,0.49,177.58,177.77,5.09,,
Onion tomato baghar (Pyaaz tamatar ka tadka),137.52,1.26,6.17,11.98,2.12,3.51,31.33,20.45,0.63,,
Mustard seeds baghar (Mustard seed tadka),552.59,4.73,10.45,54.3,9.74,1.14,8.9,182.93,4.14,,
Hot cherry sauce,252.74,0.13,67.95,0.07,0.0,17.65,105.81,24.82,0.45,,
Apple jelly (Seb ki jelly),152.13,0.1,39.37,0.21,0.86,38.18,2.14,7.89,0.15,,
Marmalade (Murabba),143.76,0.23,37.64,0.04,0.43,37.29,2.16,9.84,0.34,,
Plum squash (Aloo bukhara squash),211.17,0.16,55.51,0.1,0.52,55.02,12.71,6.9,0.16,,
Lemon green chilli pickle (Nimboo aur hari mirch ka achaar),14.07,0.85,2.14,0.24,1.07,1.0,7559.38,20.05,0.55,,
Brinjal pickle (Baingan ka achaar),139.01,2.24,4.23,12.98,4.62,1.07,3507.59,37.28,2.16,,
Sweet and sour tomato pickle (Khatta meetha tamatar ka achaar),60.88,1.26,6.55,3.24,2.2,4.31,1281.94,15.18,0.54,,
Jhatpat achar with carrot (Jhatpat achaar gajar ke saath),91.21,1.98,6.32,6.55,5.08,3.04,2067.33,54.31,2.32,,
Tomato chutney (Tamatar ki chutney),176.07,0.97,31.85,6.01,1.49,30.02,823.65,25.34,0.96,,
Tomato ketchup,33.07,0.91,6.48,0.3,1.9,4.68,177.97,15.33,0.36,,
Bengal 5 Spice Blend (Panch Phoran),289.79,18.26,20.0,22.16,18.4,1.4,51.43,523.0,13.37,,
Paneer Tikka,558.0,39.0,62.0,26.0,3.0,13.0,1456.0,11.0,25.0,6.0,0.0
Vindaloo,230.0,8.0,47.0,10.0,8.0,19.0,415.0,23.0,30.0,7.0,0.0
Gulab Jamun,467.0,38.0,43.0,32.0,2.0,7.0,561.0,17.0,14.0,40.0,0.0
Biryani,572.0,12.0,66.0,24.0,10.0,4.0,366.0,19.0,19.0,56.0,0.0
Dosa,566.0,13.0,52.0,14.0,6.0,8.0,481.0,18.0,17.0,40.0,0.0
Chole Bhature,209.0,6.0,47.0,19.0,3.0,2.0,600.0,8.0,24.0,10.0,0.0
Dal Tadka,166.0,29.0,37.0,31.0,3.0,3.0,214.0,9.0,33.0,48.0,0.0
Samosa,263.0,34.0,45.0,39.0,13.0,11.0,753.0,22.0,30.0,48.0,0.0
Rogan Josh,551.0,19.0,78.0,17.0,6.0,12.0,1401.0,28.0,27.0,11.0,0.0
Ven Pongal,280.0,6.5,45.0,8.0,3.5,0.0,350.0,25.0,1.5,0.0,20.0
Sweet Pongal (Chakkara Pongal),250.0,4.0,55.0,2.0,1.5,35.0,20.0,30.0,2.0,0.0,10.0
Mysore Pak,450.0,5.0,52.0,25.0,1.0,40.0,15.0,10.0,0.5,0.0,2.0
Payasam (Kheer/Rice Pudding),110.0,3.0,18.0,3.5,0.0,15.0,40.0,110.0,0.1,1.0,5.0
Medhu Vada,120.0,4.0,12.0,6.5,2.5,0.0,200.0,15.0,1.2,0.0,15.0
Murukku,480.0,6.0,60.0,24.0,2.0,0.0,450.0,20.0,2.5,0.0,5.0
Rava Khichdi,220.0,5.5,30.0,8.0,2.5,2.0,400.0,25.0,1.8,5.0,15.0
Adai,180.0,8.0,25.0,5.0,4.5,0.0,250.0,40.0,2.5,0.0,35.0
Badam Halwa,420.0,8.0,40.0,28.0,3.5,35.0,10.0,150.0,2.8,0.0,25.0
Ribbon Pakoda,520.0,7.0,55.0,30.0,3.0,0.0,550.0,30.0,3.0,0.0,8.0
Thattai,490.0,8.0,58.0,25.0,4.0,0.0,600.0,35.0,3.2,0.0,10.0
Puran Poli (Obbattu),300.0,6.0,55.0,6.0,4.0,25.0,100.0,30.0,3.5,0.0,40.0
Unniyappam,320.0,4.0,58.0,8.0,2.0,30.0,50.0,20.0,1.5,0.0,5.0
Kozhukkattai (Sweet Modak),210.0,3.5,45.0,2.0,1.5,20.0,10.0,15.0,1.0,0.0,5.0
Kesari,280.0,3.0,48.0,8.0,1.0,35.0,15.0,10.0,0.5,0.0,2.0
Omapodi,540.0,12.0,45.0,35.0,5.0,0.0,700.0,120.0,5.5,0.0,20.0
Boondi Laddu,450.0,6.0,62.0,20.0,2.0,45.0,50.0,25.0,1.8,0.0,10.0
Banana Chips (Nendran),510.0,2.5,58.0,30.0,4.5,25.0,300.0,20.0,1.5,5.0,12.0
Kara Boondi,560.0,10.0,42.0,40.0,3.5,0.0,800.0,80.0,4.2,0.0,15.0
Sunniundalu (Urad Dal Laddu),480.0,12.0,55.0,22.0,6.0,35.0,20.0,140.0,5.8,0.0,45.0
McVeggie™ Burger,402.05,10.24,56.54,13.83,0.0,7.9,706.13,0.0,0.0,0.0,0.0
McAloo Tikki Burger®,339.52,8.5,50.27,11.31,0.0,7.05,545.34,0.0,0.0,0.0,0.0
McSpicy™ Paneer Burger,652.76,20.29,52.33,39.45,0.0,8.35,1074.58,0.0,0.0,0.0,0.0
Spicy Paneer Wrap,674.68,20.96,59.27,39.1,0.0,3.5,1087.46,0.0,0.0,0.0,0.0
American Veg Burger,512.17,15.3,56.96,23.45,0.0,7.85,1051.24,0.0,0.0,0.0,0.0
Veg Maharaja Mac,832.67,24.17,93.84,37.94,0.0,11.52,1529.22,0.0,0.0,0.0,0.0
Green Chilli Aloo Naan,356.09,7.91,46.36,15.08,0.0,4.53,579.6,0.0,0.0,0.0,0.0
Pizza Puff,228.21,5.45,24.79,11.44,0.0,2.73,390.74,0.0,0.0,0.0,0.0
Mc chicken Burger,400.8,15.66,47.98,15.7,0.0,5.53,766.33,0.0,0.0,0.0,0.0
FILLET-O-FISH Burger,348.11,15.44,38.85,14.16,0.0,5.58,530.54,0.0,0.0,0.0,0.0
Mc Spicy Chicken Burger,451.92,21.46,46.08,19.36,0.0,5.88,928.52,0.0,0.0,0.0,0.0
Spicy Chicken Wrap,567.19,23.74,57.06,26.89,0.0,2.52,1152.38,0.0,0.0,0.0,0.0
Chicken Maharaja Mac,689.12,34.0,55.39,36.69,0.0,8.92,1854.71,0.0,0.0,0.0,0.0
American Chicken Burger,446.95,20.29,38.54,22.94,0.0,7.48,1132.3,0.0,0.0,0.0,0.0
Chicken Kebab Burger,357.05,8.64,47.9,14.02,0.0,5.08,548.79,0.0,0.0,0.0,0.0
Green Chilli Kebab naan,230.95,5.67,31.06,9.32,0.0,3.64,410.78,0.0,0.0,0.0,0.0
Mc Egg Masala Burger,290.42,12.45,32.89,12.27,0.0,4.89,757.91,0.0,0.0,0.0,0.0
Mc Egg Burger for Happy Meal,282.98,12.29,31.32,12.21,0.0,4.66,399.41,0.0,0.0,0.0,0.0
Ghee Rice with Mc Spicy Fried Chicken 1 pc,720.3,26.91,77.47,29.2,0.0,3.28,2399.49,0.0,0.0,0.0,0.0
McSpicy Fried Chicken 1 pc,248.76,17.33,12.7,14.29,0.0,0.58,873.89,0.0,0.0,0.0,0.0
4 piece Chicken McNuggets,169.68,10.03,10.5,9.54,0.0,0.32,313.25,0.0,0.0,0.0,0.0
6 piece Chicken McNuggets,254.52,15.04,15.74,14.3,0.0,0.48,469.87,0.0,0.0,0.0,0.0
9 piece Chicken McNuggets,381.77,22.56,23.62,21.46,0.0,0.72,704.81,0.0,0.0,0.0,0.0
2 piece Chicken Strips,164.44,10.17,2.68,12.38,0.0,0.29,477.22,0.0,0.0,0.0,0.0
3 piece Chicken Strips,246.65,15.26,4.02,18.57,0.0,0.44,715.83,0.0,0.0,0.0,0.0
5 piece Chicken Strips,411.09,25.43,0.73,28.54,0.0,0.72,1193.05,0.0,0.0,0.0,0.0
Regular Fries,224.59,3.38,27.08,10.39,0.0,0.39,153.15,0.0,0.0,0.0,0.0
Medium Fries,317.92,4.79,38.34,14.7,0.0,0.55,216.79,0.0,0.0,0.0,0.0
Large Fries,449.17,6.76,54.16,20.77,0.0,0.77,306.29,0.0,0.0,0.0,0.0
Regular Wedges,204.65,3.97,28.74,7.15,0.0,0.48,356.44,0.0,0.0,0.0,0.0
Medium Wedges,280.05,5.44,39.33,9.79,0.0,0.66,487.76,0.0,0.0,0.0,0.0
Large Wedges,387.76,7.53,54.46,13.55,0.0,0.92,675.35,0.0,0.0,0.0,0.0
L1 Coffee,6.8,0.0,1.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
L1 Coffee with milk,35.8,1.0,1.6,2.0,0.0,3.45,14.0,0.0,0.0,0.0,0.0
Double Chocochips Muffin,341.68,5.13,40.13,17.28,0.0,29.44,313.21,0.0,0.0,0.0,0.0
Vanilla Chocochips Muffin,329.29,4.48,40.13,15.46,0.0,29.6,254.92,0.0,0.0,0.0,0.0
Veg McMuffin,309.35,10.22,38.86,11.78,0.0,3.02,804.63,0.0,0.0,0.0,0.0
Double Cheese McMuffin,273.78,9.58,29.0,12.82,0.0,2.59,622.95,0.0,0.0,0.0,0.0
Spicy Egg McMuffin,278.27,11.49,31.37,11.81,0.0,2.63,773.6,0.0,0.0,0.0,0.0
Sausage Mc Muffin,281.44,16.25,28.62,10.81,0.0,2.38,742.6,0.0,0.0,0.0,0.0
Sausage Mc Muffin with egg,290.42,22.46,28.87,15.94,0.0,2.61,804.04,0.0,0.0,0.0,0.0
Egg McMuffin,283.46,14.05,28.12,12.31,0.0,2.38,519.31,0.0,0.0,0.0,0.0
Hot Cake with maple syrup,432.98,8.6,68.01,14.02,0.0,25.72,615.74,0.0,0.0,0.0,0.0
Hash Brown,140.29,1.93,15.63,7.32,0.0,0.32,275.26,0.0,0.0,0.0,0.0
Espresso,12.87,0.52,2.55,0.03,0.0,0.13,0.32,0.0,0.0,0.0,0.0
Espresso Machiato,44.98,2.09,4.97,2.02,0.0,2.5,26.05,0.0,0.0,0.0,0.0
Americano (S),12.87,0.52,2.55,0.03,0.0,0.13,0.32,0.0,0.0,0.0,0.0
Americano (R),23.07,0.94,4.57,0.05,0.0,0.24,0.57,0.0,0.0,0.0,0.0
Americano (L),26.71,1.09,5.3,0.06,0.0,0.28,0.65,0.0,0.0,0.0,0.0
Cappuccino (S),125.25,6.02,11.02,7.01,0.0,8.4,90.39,0.0,0.0,0.0,0.0
Cappuccino (R),183.61,8.79,16.67,10.02,0.0,12.05,129.24,0.0,0.0,0.0,0.0
Cappuccino (L),219.36,10.51,19.81,12.03,0.0,14.45,155.06,0.0,0.0,0.0,0.0
Latte (S),147.72,7.12,12.71,8.41,0.0,10.06,108.4,0.0,0.0,0.0,0.0
Latte (R),190.03,9.1,17.15,10.42,0.0,12.52,134.39,0.0,0.0,0.0,0.0
Latte (L),232.2,11.14,20.77,12.82,0.0,15.4,165.36,0.0,0.0,0.0,0.0
Flat White (S),166.99,8.06,14.16,9.6,0.0,11.47,123.84,0.0,0.0,0.0,0.0
Flat White (R),215.72,10.36,19.08,12.02,0.0,14.41,154.98,0.0,0.0,0.0,0.0
Flat White (L),251.47,12.08,22.22,14.02,0.0,16.81,180.8,0.0,0.0,0.0,0.0
Mocha (S),185.85,7.15,22.59,8.2,0.0,17.57,132.84,0.0,0.0,0.0,0.0
Mocha (R),244.0,8.99,31.72,9.91,0.0,23.56,168.47,0.0,0.0,0.0,0.0
